6, 4.1821675300598145,			0.6613,0.9653,1.4054,1.4821,1.4231,1.4147,0.0009
7, 4.1821675300598145,			-5.6334,3.7141,-1.242,3.7066,-0.5339,1.7643,0.0038
0, 4.923879623413086,			1.2716,1.2567,1.2582,1.2519,1.2616,1.2125,0.0469
1, 4.923879623413086,			1.2352,1.2354,1.2401,1.229,1.2423,1.228,0.0018
2, 4.923879623413086,			1.2307,1.2088,1.2651,1.2382,1.2423,1.2312,-0.0027
3, 4.923879623413086,			1.2101,1.2593,1.2529,1.2174,1.2301,1.2052,0.0507
4, 4.923879623413086,			-0.0014,-3.1848,1.2516,1.2299,1.2328,1.2379,-0.0011
5, 4.923879623413086,			-4.4138,1.2254,1.2492,1.2242,1.24,1.2454,-0.0067
6, 4.923879623413086,			0.6613,0.9653,1.4054,1.4821,1.418,1.4198,0.0061
7, 4.923879623413086,			-5.6385,3.7141,-1.242,3.7015,-0.5288,1.7694,-0.0012
0, 5.573934316635132,			1.2665,1.2618,1.2582,1.2519,1.2616,1.2176,0.0469
1, 5.573934316635132,			1.2352,1.2303,1.2452,1.2239,1.2423,1.2331,-0.0033
2, 5.573934316635132,			1.2307,1.2088,1.2651,1.2382,1.2423,1.2312,-0.0027
3, 5.573934316635132,			1.205,1.2593,1.2478,1.2276,1.2301,1.2001,0.0507
4, 5.573934316635132,			-0.0014,-3.1797,1.2465,1.2299,1.2328,1.2379,-0.0011
5, 5.573934316635132,			-4.4087,1.2305,1.2441,1.2293,1.2349,1.2403,0.0036
6, 5.573934316635132,			0.6613,0.9704,1.4054,1.4719,1.4231,1.4198,0.0061
7, 5.573934316635132,			-5.6539,3.7141,-1.2471,3.7117,-0.5288,1.7643,-0.0012
0, 6.148884296417236,			1.2767,1.2567,1.2582,1.257,1.2565,1.2074,0.0572
1, 6.148884296417236,			1.2352,1.2303,1.2452,1.229,1.2423,1.228,-0.0033
2, 6.148884296417236,			1.2307,1.2088,1.2651,1.2382,1.2423,1.2312,0.0024
3, 6.148884296417236,			1.1999,1.2644,1.2478,1.2276,1.225,1.2052,0.0507
4, 6.148884296417236,			-0.0014,-3.1797,1.2516,1.2248,1.2379,1.2327,-0.0011
5, 6.148884296417236,			-4.4087,1.2305,1.2441,1.2242,1.24,1.2403,-0.0015
6, 6.148884296417236,			0.6562,0.9704,1.4003,1.4821,1.418,1.4198,0.0061
7, 6.148884296417236,			-5.6539,3.7192,-1.2471,3.7066,-0.5288,1.7592,0.0038
0, 6.808789491653442,			1.2767,1.2567,1.2633,1.2519,1.2616,1.1972,0.0623
1, 6.808789491653442,			1.2352,1.2303,1.2452,1.229,1.2423,1.2331,-0.0084
2, 6.808789491653442,			1.2307,1.2088,1.2651,1.2382,1.2372,1.2363,0.0024
3, 6.808789491653442,			1.1948,1.2644,1.2478,1.2276,1.225,1.2001,0.0558
4, 6.808789491653442,			-0.0014,-3.1797,1.2465,1.2299,1.2328,1.2379,-0.0011
5, 6.808789491653442,			-4.4036,1.2254,1.2492,1.2191,1.24,1.2454,-0.0067
6, 6.808789491653442,			0.6613,0.9653,1.4105,1.4719,1.4231,1.4249,0.001
7, 6.808789491653442,			-5.659,3.7141,-1.2369,3.7015,-0.5237,1.7592,-0.0013
0, 7.324755907058716,			1.2716,1.2618,1.2582,1.257,1.2616,1.2074,0.0572
1, 7.324755907058716,			1.2352,1.2303,1.2452,1.2239,1.2423,1.2331,0.0018
2, 7.324755907058716,			1.2358,1.2088,1.26,1.2382,1.2423,1.2312,0.0024
3, 7.324755907058716,			1.205,1.2593,1.2529,1.2225,1.225,1.2001,0.0558
4, 7.324755907058716,			-0.0014,-3.1797,1.2465,1.2299,1.2328,1.2379,-0.0011
5, 7.324755907058716,			-4.4036,1.2254,1.2492,1.2191,1.24,1.2454,-0.0016
6, 7.324755907058716,			0.6562,0.9653,1.4105,1.477,1.418,1.4249,0.001
7, 7.324755907058716,			-5.6539,3.7141,-1.242,3.7015,-0.5237,1.7592,-0.0013
0, 7.849838495254517,			1.2716,1.2618,1.2582,1.2622,1.2565,1.2228,0.0418
1, 7.849838495254517,			1.2301,1.2303,1.2452,1.229,1.2423,1.228,-0.0033
2, 7.849838495254517,			1.2307,1.2088,1.2651,1.2382,1.2372,1.2363,0.0024
3, 7.849838495254517,			1.205,1.2644,1.2427,1.2225,1.2301,1.2001,0.0558
4, 7.849838495254517,			-0.0065,-3.1797,1.2465,1.2299,1.2379,1.2327,-0.0011
5, 7.849838495254517,			-4.4087,1.2305,1.2441,1.2242,1.24,1.2454,-0.0067
6, 7.849838495254517,			0.6612,0.9653,1.4003,1.4821,1.418,1.4198,0.0061
7, 7.849838495254517,			-5.6436,3.7192,-1.2471,3.7066,-0.5339,1.7643,0.0038
0, 8.593606948852539,			1.2716,1.2618,1.2531,1.257,1.2667,1.2125,0.052
1, 8.593606948852539,			1.225,1.2354,1.2452,1.2239,1.2474,1.228,-0.0033
2, 8.593606948852539,			1.2307,1.2088,1.2651,1.2382,1.2423,1.2312,0.0024
3, 8.593606948852539,			1.205,1.2593,1.2478,1.2225,1.2301,1.2001,0.0558
4, 8.593606948852539,			-0.0014,-3.1848,1.2465,1.2299,1.2328,1.2379,-0.0011
5, 8.593606948852539,			-4.4087,1.2305,1.2441,1.2242,1.24,1.2454,-0.0016
6, 8.593606948852539,			0.6612,0.9653,1.4054,1.4719,1.4282,1.4198,0.001
7, 8.593606948852539,			-5.6539,3.7141,-1.242,3.7066,-0.5339,1.7643,0.0038
0, 9.130516529083252,			1.2665,1.2618,1.2582,1.257,1.2616,1.2176,0.0469
1, 9.130516529083252,			1.2352,1.2252,1.2452,1.229,1.2423,1.228,0.0018
2, 9.130516529083252,			1.2307,1.2139,1.26,1.2382,1.2423,1.2312,0.0024
3, 9.130516529083252,			1.205,1.2593,1.2478,1.2225,1.2301,1.2052,0.0507
4, 9.130516529083252,			-0.0014,-3.1899,1.2516,1.2299,1.2328,1.2379,-0.0011
5, 9.130516529083252,			-4.4036,1.2203,1.2543,1.2191,1.24,1.2454,-0.0016
6, 9.130516529083252,			0.6612,0.9653,1.4054,1.477,1.4231,1.4198,0.001
7, 9.130516529083252,			-5.6436,3.7141,-1.242,3.7066,-0.5339,1.7694,-0.0012
0, 9.731049537658691,			1.2716,1.2617,1.2582,1.2622,1.2616,1.2125,0.052
1, 9.731049537658691,			1.2403,1.2303,1.2401,1.229,1.2423,1.228,0.0018
2, 9.731049537658691,			1.2358,1.2088,1.26,1.2382,1.2372,1.2363,0.0024
3, 9.731049537658691,			1.205,1.2593,1.2529,1.2174,1.2352,1.195,0.0558
4, 9.731049537658691,			-0.0014,-3.1797,1.2465,1.2299,1.2328,1.2379,-0.0011
5, 9.731049537658691,			-4.4087,1.2254,1.2492,1.2242,1.24,1.2403,0.0036
6, 9.731049537658691,			0.6612,0.9653,1.4054,1.477,1.418,1.4249,0.001
7, 9.731049537658691,			-5.6436,3.7141,-1.242,3.7066,-0.5288,1.7592,0.0038
0, 10.392843246459961,			1.2716,1.2617,1.2582,1.2622,1.2616,1.2176,0.0469
1, 10.392843246459961,			1.2352,1.2303,1.2452,1.229,1.2423,1.2331,-0.0084
2, 10.392843246459961,			1.2307,1.2088,1.2651,1.2382,1.2423,1.2312,0.0024
3, 10.392843246459961,			1.205,1.2593,1.2478,1.2225,1.2301,1.2052,0.0507
4, 10.392843246459961,			-0.0014,-3.1797,1.2465,1.2299,1.2328,1.243,-0.0062
5, 10.392843246459961,			-4.4138,1.2305,1.2492,1.2191,1.24,1.2454,-0.0016
6, 10.392843246459961,			0.6664,0.9653,1.4105,1.4719,1.4231,1.4147,0.0061
7, 10.392843246459961,			-5.6539,3.7141,-1.2471,3.7117,-0.5339,1.7694,-0.0012
0, 10.908760786056519,			1.2767,1.2617,1.2582,1.2622,1.2616,1.2176,0.0469
1, 10.908760786056519,			1.2403,1.2303,1.2401,1.229,1.2423,1.228,0.0018
2, 10.908760786056519,			1.2255,1.2139,1.26,1.2382,1.2423,1.2312,-0.0027
3, 10.908760786056519,			1.205,1.2593,1.2478,1.2276,1.225,1.2052,0.0507
4, 10.908760786056519,			-0.0014,-3.1848,1.2465,1.235,1.2277,1.243,-0.0062
5, 10.908760786056519,			-4.4087,1.2305,1.2492,1.2191,1.24,1.2403,0.0036
6, 10.908760786056519,			0.6664,0.9653,1.4054,1.477,1.418,1.4249,-0.0042
7, 10.908760786056519,			-5.6436,3.7141,-1.242,3.7015,-0.5237,1.7592,0.0038
0, 11.439729452133179,			1.2716,1.2669,1.2582,1.2622,1.2616,1.2125,0.052
1, 11.439729452133179,			1.2403,1.2252,1.2452,1.229,1.2423,1.228,0.0018
2, 11.439729452133179,			1.2255,1.2088,1.2651,1.2382,1.2372,1.2363,0.0024
3, 11.439729452133179,			1.205,1.2644,1.2427,1.2225,1.2352,1.2001,0.0507
4, 11.439729452133179,			-0.0014,-3.1848,1.2567,1.2248,1.2379,1.2327,0.004
5, 11.439729452133179,			-4.4138,1.2305,1.2492,1.2191,1.24,1.2403,0.0036
6, 11.439729452133179,			0.6664,0.9704,1.4003,1.477,1.418,1.4198,0.0061
7, 11.439729452133179,			-5.6487,3.7141,-1.242,3.7015,-0.5237,1.7592,0.0038
0, 12.176545143127441,			1.2716,1.2618,1.2582,1.257,1.2667,1.2074,0.0572
1, 12.176545143127441,			1.2301,1.2252,1.2503,1.229,1.2423,1.2331,-0.0135
2, 12.176545143127441,			1.2358,1.2088,1.2651,1.2382,1.2423,1.2312,0.0024
3, 12.176545143127441,			1.205,1.2644,1.2478,1.2225,1.2301,1.2052,0.0507
4, 12.176545143127441,			-0.0065,-3.1797,1.2465,1.2299,1.2328,1.2379,-0.0011
5, 12.176545143127441,			-4.4189,1.2356,1.2441,1.2242,1.24,1.2403,-0.0015
6, 12.176545143127441,			0.6613,0.9704,1.4054,1.477,1.4231,1.4198,0.001
7, 12.176545143127441,			-5.6539,3.7141,-1.242,3.7066,-0.5288,1.7592,0.0038
0, 12.720240831375122,			1.2665,1.2618,1.2582,1.257,1.2667,1.2125,0.0469
1, 12.720240831375122,			1.2352,1.2303,1.2452,1.229,1.2372,1.2331,-0.0033
2, 12.720240831375122,			1.2358,1.2088,1.2651,1.2382,1.2372,1.2363,0.0024
3, 12.720240831375122,			1.2101,1.2541,1.2478,1.2225,1.2352,1.2001,0.0507
4, 12.720240831375122,			-0.0014,-3.1848,1.2516,1.2299,1.2328,1.2379,-0.0011
5, 12.720240831375122,			-4.4087,1.2305,1.2441,1.2242,1.24,1.2403,0.0036
6, 12.720240831375122,			0.6664,0.9653,1.4054,1.477,1.418,1.4198,0.0061
7, 12.720240831375122,			-5.6334,3.7141,-1.242,3.7015,-0.5288,1.7694,-0.0012
0, 13.319230794906616,			1.2716,1.2566,1.2633,1.257,1.2616,1.2228,0.0418
1, 13.319230794906616,			1.2301,1.2354,1.2401,1.2341,1.2372,1.2331,-0.0033
2, 13.319230794906616,			1.2204,1.2139,1.2651,1.2331,1.2423,1.2363,-0.0027
3, 13.319230794906616,			1.205,1.2593,1.2478,1.2225,1.2301,1.2052,0.0507
4, 13.319230794906616,			-0.0065,-3.1848,1.2516,1.2299,1.2379,1.2276,0.004
5, 13.319230794906616,			-4.4087,1.2254,1.2543,1.214,1.2451,1.2454,-0.0067
6, 13.319230794906616,			0.6664,0.9653,1.4054,1.477,1.418,1.4198,0.0061
7, 13.319230794906616,			-5.6487,3.7192,-1.242,3.7066,-0.5339,1.7694,-0.0012
0, 13.976866960525513,			1.2818,1.2566,1.2633,1.257,1.2616,1.2074,0.0572
1, 13.976866960525513,			1.2352,1.2303,1.2452,1.2239,1.2423,1.2331,-0.0033
2, 13.976866960525513,			1.2307,1.2088,1.2651,1.2382,1.2423,1.2312,0.0024
3, 13.976866960525513,			1.205,1.2593,1.2478,1.2225,1.2301,1.2052,0.0507
4, 13.976866960525513,			-0.0065,-3.1848,1.2516,1.2299,1.2328,1.2327,0.004
5, 13.976866960525513,			-4.4087,1.2203,1.2543,1.2191,1.24,1.2403,0.0036
6, 13.976866960525513,			0.6664,0.9704,1.4003,1.477,1.4231,1.4198,0.001
7, 13.976866960525513,			-5.6436,3.7141,-1.242,3.7015,-0.5288,1.7643,0.0038
0, 14.492841720581055,			1.2716,1.2617,1.2633,1.257,1.2616,1.2074,0.0572
1, 14.492841720581055,			1.2352,1.2303,1.2401,1.2341,1.2423,1.228,-0.0033
2, 14.492841720581055,			1.2307,1.2139,1.26,1.2382,1.2423,1.2312,0.0024
3, 14.492841720581055,			1.1999,1.2695,1.2427,1.2225,1.2352,1.2001,0.0507
4, 14.492841720581055,			-0.0014,-3.1797,1.2465,1.2299,1.2328,1.2379,-0.0011
5, 14.492841720581055,			-4.4087,1.2254,1.2492,1.2242,1.2349,1.2454,0.0036
6, 14.492841720581055,			0.6664,0.9704,1.4054,1.4719,1.418,1.4198,0.0061
7, 14.492841720581055,			-5.6385,3.709,-1.242,3.7015,-0.5237,1.7643,-0.0012
0, 15.020581483840942,			1.2665,1.2669,1.2633,1.257,1.2667,1.2074,0.052
1, 15.020581483840942,			1.2404,1.2354,1.2401,1.229,1.2423,1.228,-0.0033
2, 15.020581483840942,			1.2307,1.2088,1.2651,1.2382,1.2423,1.2312,-0.0027
3, 15.020581483840942,			1.1999,1.2644,1.2478,1.2225,1.2352,1.2001,0.0507
4, 15.020581483840942,			-0.0014,-3.1797,1.2465,1.2299,1.2328,1.2379,-0.0011
5, 15.020581483840942,			-4.4087,1.2254,1.2492,1.2242,1.24,1.2454,-0.0016
6, 15.020581483840942,			0.6664,0.9704,1.4003,1.477,1.418,1.4249,0.0112
7, 15.020581483840942,			-5.6436,3.7141,-1.242,3.7015,-0.5237,1.7643,-0.0064
0, 15.75789189338684,			1.2716,1.2617,1.2582,1.2622,1.2616,1.2228,0.0418
1, 15.75789189338684,			1.2301,1.2354,1.2401,1.2341,1.2423,1.2331,-0.0033
2, 15.75789189338684,			1.2307,1.2088,1.2651,1.2382,1.2372,1.2363,-0.0027
3, 15.75789189338684,			1.205,1.2593,1.2478,1.2276,1.2301,1.2001,0.0507
4, 15.75789189338684,			-0.0014,-3.1848,1.2516,1.2299,1.2328,1.2379,-0.0011
5, 15.75789189338684,			-4.4138,1.2305,1.2492,1.2242,1.2349,1.2403,0.0036
6, 15.75789189338684,			0.6612,0.9704,1.4003,1.477,1.4231,1.4147,0.0061
7, 15.75789189338684,			-5.6282,3.7141,-1.2471,3.7066,-0.5288,1.7643,-0.0013
0, 16.282320737838745,			1.2716,1.2617,1.2633,1.257,1.2616,1.2228,0.0418
1, 16.282320737838745,			1.2352,1.2303,1.2452,1.229,1.2372,1.2331,-0.0033
2, 16.282320737838745,			1.2307,1.2088,1.2651,1.2382,1.2372,1.2363,-0.0027
3, 16.282320737838745,			1.1999,1.2695,1.2427,1.2225,1.2301,1.2052,0.0456
4, 16.282320737838745,			-0.0014,-3.1797,1.2465,1.2299,1.2328,1.2379,-0.0011
5, 16.282320737838745,			-4.4087,1.2305,1.2441,1.2242,1.24,1.2403,0.0036
6, 16.282320737838745,			0.6664,0.9704,1.4054,1.4719,1.418,1.4249,0.001
7, 16.282320737838745,			-5.6334,3.7141,-1.242,3.7066,-0.5339,1.7694,-0.0012
0, 16.88734483718872,			1.2716,1.2617,1.2582,1.2622,1.2616,1.2176,0.0469
1, 16.88734483718872,			1.2352,1.2303,1.2452,1.229,1.2423,1.228,-0.0033
2, 16.88734483718872,			1.2358,1.2088,1.2651,1.2331,1.2474,1.2312,0.0024
3, 16.88734483718872,			1.1999,1.2695,1.2478,1.2174,1.2352,1.2001,0.0507
4, 16.88734483718872,			-0.0014,-3.1848,1.2465,1.2299,1.2328,1.2379,-0.0011
5, 16.88734483718872,			-4.4087,1.2254,1.2492,1.2242,1.2349,1.2505,-0.0016
6, 16.88734483718872,			0.6664,0.9704,1.4054,1.4719,1.4231,1.4198,0.001
7, 16.88734483718872,			-5.6538,3.7192,-1.242,3.7015,-0.5237,1.7643,-0.0012
0, 17.523022651672363,			1.2716,1.2617,1.2633,1.257,1.2616,1.2176,0.0469
1, 17.523022651672363,			1.2352,1.2303,1.2452,1.229,1.2423,1.228,0.0018
2, 17.523022651672363,			1.2358,1.2088,1.2651,1.2382,1.2423,1.2312,0.0024
3, 17.523022651672363,			1.1999,1.2644,1.2478,1.2225,1.2352,1.2001,0.0507
4, 17.523022651672363,			-0.0014,-3.1848,1.2516,1.235,1.2277,1.2379,-0.0011
5, 17.523022651672363,			-4.4087,1.2254,1.2594,1.214,1.24,1.2454,-0.0016
6, 17.523022651672363,			0.6664,0.9653,1.4105,1.4719,1.4231,1.4198,0.001
7, 17.523022651672363,			-5.6539,3.7141,-1.242,3.7066,-0.5288,1.7592,-0.0013
0, 18.03718876838684,			1.2716,1.2617,1.2633,1.2519,1.2667,1.2125,0.052
1, 18.03718876838684,			1.2352,1.2303,1.2452,1.229,1.2423,1.228,-0.0033
2, 18.03718876838684,			1.2307,1.2088,1.2651,1.2382,1.2423,1.2312,0.0024
3, 18.03718876838684,			1.1999,1.2644,1.2478,1.2173,1.2352,1.2052,0.0507
4, 18.03718876838684,			-0.0065,-3.1797,1.2465,1.2299,1.2328,1.2379,-0.0011
5, 18.03718876838684,			-4.4138,1.2254,1.2492,1.2242,1.24,1.2454,-0.0016
6, 18.03718876838684,			0.6715,0.9653,1.4054,1.4719,1.4231,1.4198,0.001
7, 18.03718876838684,			-5.6385,3.709,-1.2369,3.7015,-0.5288,1.7643,0.0038
0, 18.56172752380371,			1.2716,1.2566,1.2633,1.2571,1.2667,1.2176,0.0469
1, 18.56172752380371,			1.2352,1.2252,1.2503,1.229,1.2372,1.2331,-0.0033
2, 18.56172752380371,			1.2307,1.2088,1.2651,1.2382,1.2372,1.2363,0.0024
3, 18.56172752380371,			1.2101,1.2593,1.2478,1.2276,1.2301,1.2001,0.0507
4, 18.56172752380371,			-0.0014,-3.1797,1.2465,1.2401,1.2226,1.2379,-0.0011
5, 18.56172752380371,			-4.4087,1.2254,1.2543,1.2191,1.24,1.2403,-0.0015
6, 18.56172752380371,			0.6715,0.9653,1.4054,1.4719,1.4231,1.4198,0.001
7, 18.56172752380371,			-5.6487,3.7192,-1.2471,3.7066,-0.5339,1.7643,0.0038
0, 19.356520175933838,			1.2716,1.2617,1.2633,1.257,1.2616,1.2279,0.0367
1, 19.356520175933838,			1.2352,1.2303,1.2401,1.229,1.2474,1.2331,-0.0033
2, 19.356520175933838,			1.2358,1.2088,1.2651,1.2382,1.2372,1.2414,-0.0027
3, 19.356520175933838,			1.1999,1.2644,1.2478,1.2225,1.2301,1.2052,0.0507
4, 19.356520175933838,			-0.0065,-3.1848,1.2516,1.2299,1.2328,1.2379,-0.0011
5, 19.356520175933838,			-4.4138,1.2356,1.2441,1.2191,1.2451,1.2403,0.0036
6, 19.356520175933838,			0.6664,0.9704,1.4054,1.4719,1.4231,1.4198,0.001
7, 19.356520175933838,			-5.6487,3.7141,-1.242,3.7015,-0.5288,1.7694,-0.0064
0, 19.88714027404785,			1.2767,1.2566,1.2633,1.257,1.2667,1.2023,0.0572
1, 19.88714027404785,			1.2301,1.2354,1.2401,1.229,1.2474,1.228,-0.0033
2, 19.88714027404785,			1.2307,1.2088,1.2702,1.2331,1.2423,1.2363,0.0024
3, 19.88714027404785,			1.2101,1.2593,1.2478,1.2327,1.2199,1.2001,0.0558
4, 19.88714027404785,			-0.0065,-3.1848,1.2516,1.2299,1.2328,1.2379,-0.0011
5, 19.88714027404785,			-4.4138,1.2305,1.2492,1.2242,1.24,1.2454,-0.0067
6, 19.88714027404785,			0.6664,0.9704,1.4003,1.477,1.418,1.4198,0.0061
7, 19.88714027404785,			-5.659,3.7192,-1.242,3.7015,-0.5288,1.7694,-0.0012
0, 20.496312141418457,			1.2716,1.2566,1.2633,1.257,1.2565,1.2074,0.0572
1, 20.496312141418457,			1.2352,1.2303,1.2401,1.229,1.2474,1.2331,-0.0084
2, 20.496312141418457,			1.2256,1.2139,1.26,1.2433,1.2372,1.2363,0.0024
3, 20.496312141418457,			1.1999,1.2644,1.2478,1.2225,1.2301,1.2052,0.0507
4, 20.496312141418457,			-0.0065,-3.1797,1.2516,1.2299,1.2328,1.2379,-0.0011
5, 20.496312141418457,			-4.4138,1.2305,1.2441,1.2242,1.24,1.2454,-0.0016
6, 20.496312141418457,			0.6664,0.9755,1.4004,1.4719,1.4231,1.4198,0.001
7, 20.496312141418457,			-5.6539,3.7192,-1.2522,3.7066,-0.5288,1.7643,0.0038
0, 21.1608247756958,			1.2665,1.2566,1.2633,1.257,1.2616,1.2125,0.052
1, 21.1608247756958,			1.2353,1.2303,1.2452,1.229,1.2474,1.228,-0.0033
2, 21.1608247756958,			1.2307,1.2088,1.2702,1.2382,1.2372,1.2363,0.0024
3, 21.1608247756958,			1.205,1.2644,1.2478,1.2225,1.2301,1.2052,0.0507
4, 21.1608247756958,			-0.0014,-3.1848,1.2465,1.235,1.2277,1.2379,-0.0011
5, 21.1608247756958,			-4.4138,1.2254,1.2492,1.2242,1.24,1.2403,0.0036
6, 21.1608247756958,			0.6715,0.9653,1.4054,1.477,1.4231,1.4198,0.001
7, 21.1608247756958,			-5.6487,3.7141,-1.242,3.7066,-0.5288,1.7694,-0.0012
0, 21.6750705242157,			1.2716,1.2618,1.2582,1.257,1.2616,1.2228,0.0418
1, 21.6750705242157,			1.2352,1.2303,1.2452,1.229,1.2372,1.2331,-0.0033
2, 21.6750705242157,			1.2256,1.2139,1.2651,1.2331,1.2474,1.2312,0.0024
3, 21.6750705242157,			1.205,1.2644,1.2478,1.2225,1.2301,1.2052,0.0507
4, 21.6750705242157,			-0.0014,-3.1848,1.2516,1.2299,1.2379,1.2327,-0.0011
5, 21.6750705242157,			-4.4087,1.2254,1.2543,1.2191,1.24,1.2454,-0.0067
